name,type,value,date
1997年4月－连载中,精灵宝可梦,61000,第41
2005,STEEL BALL RUN（乔乔的奇妙冒险第7部）,61000,第41
2018年,总之就是非常可爱,61000,第41
2001年,铳梦Last Order,61000,第41
1997年4月－连载中,精灵宝可梦,62000,第40
2005,STEEL BALL RUN（乔乔的奇妙冒险第7部）,62000,第40
2018年,总之就是非常可爱,62000,第40
2001年,铳梦Last Order,62000,第40
2017年,卫宫家今天的饭,62000,第40
2005,STEEL BALL RUN（乔乔的奇妙冒险第7部）,63000,第39
2018年,总之就是非常可爱,63000,第39
2001年,铳梦Last Order,63000,第39
2017年,卫宫家今天的饭,63000,第39
1999-07-01,火影忍者,63000,第39
2018年,总之就是非常可爱,64000,第38
2001年,铳梦Last Order,64000,第38
2017年,卫宫家今天的饭,64000,第38
1999-07-01,火影忍者,64000,第38
2014,擅长捉弄的高木同学,64000,第38
2001年,铳梦Last Order,65000,第37
2017年,卫宫家今天的饭,65000,第37
1999-07-01,火影忍者,65000,第37
2014,擅长捉弄的高木同学,65000,第37
2019,Fate/Grand Order-turas realta-,65000,第37
2017年,卫宫家今天的饭,66000,第36
1999-07-01,火影忍者,66000,第36
2014,擅长捉弄的高木同学,66000,第36
2019,Fate/Grand Order-turas realta-,66000,第36
2018,乔乔福音（乔乔的奇妙冒险第8部）,66000,第36
1999-07-01,火影忍者,67000,第35
2014,擅长捉弄的高木同学,67000,第35
2019,Fate/Grand Order-turas realta-,67000,第35
2018,乔乔福音（乔乔的奇妙冒险第8部）,67000,第35
2019,异常生物见闻录,67000,第35
2014,擅长捉弄的高木同学,68000,第34
2019,Fate/Grand Order-turas realta-,68000,第34
2018,乔乔福音（乔乔的奇妙冒险第8部）,68000,第34
2019,异常生物见闻录,68000,第34
2019,徒然喜欢你,68000,第34
2019,Fate/Grand Order-turas realta-,69000,第33
2018,乔乔福音（乔乔的奇妙冒险第8部）,69000,第33
2019,异常生物见闻录,69000,第33
2019,徒然喜欢你,69000,第33
2018,七人传奇,69000,第33
2018,乔乔福音（乔乔的奇妙冒险第8部）,70000,第32
2019,异常生物见闻录,70000,第32
2019,徒然喜欢你,70000,第32
2018,七人传奇,70000,第32
2018,石之海（乔乔的奇妙冒险第6部）,70000,第32
2019,异常生物见闻录,71000,第31
2019,徒然喜欢你,71000,第31
2018,七人传奇,71000,第31
2018,石之海（乔乔的奇妙冒险第6部）,71000,第31
2018.7.2,战国千年,71000,第31
2019,徒然喜欢你,72000,第30
2018,七人传奇,72000,第30
2018,石之海（乔乔的奇妙冒险第6部）,72000,第30
2018.7.2,战国千年,72000,第30
2017-07-27,修真聊天群,72000,第30
2018,七人传奇,73000,第29
2018,石之海（乔乔的奇妙冒险第6部）,73000,第29
2018.7.2,战国千年,73000,第29
2017-07-27,修真聊天群,73000,第29
2013,我的青春恋爱物语果然有问题。,73000,第29
2018,石之海（乔乔的奇妙冒险第6部）,74000,第28
2018.7.2,战国千年,74000,第28
2017-07-27,修真聊天群,74000,第28
2013,我的青春恋爱物语果然有问题。,74000,第28
2018-06-15,少女前线-人形之歌,74000,第28
2018.7.2,战国千年,75000,第27
2017-07-27,修真聊天群,75000,第27
2013,我的青春恋爱物语果然有问题。,75000,第27
2018-06-15,少女前线-人形之歌,75000,第27
2015-06-20,崩坏3rd,75000,第27
2017-07-27,修真聊天群,76000,第26
2013,我的青春恋爱物语果然有问题。,76000,第26
2018-06-15,少女前线-人形之歌,76000,第26
2015-06-20,崩坏3rd,76000,第26
2015年,工作细胞,76000,第26
2013,我的青春恋爱物语果然有问题。,77000,第25
2018-06-15,少女前线-人形之歌,77000,第25
2015-06-20,崩坏3rd,77000,第25
2015年,工作细胞,77000,第25
2011,野良神,77000,第25
2018-06-15,少女前线-人形之歌,78000,第24
2015-06-20,崩坏3rd,78000,第24
2015年,工作细胞,78000,第24
2011,野良神,78000,第24
2018,齐木楠雄的灾难,78000,第24
2015-06-20,崩坏3rd,79000,第23
2015年,工作细胞,79000,第23
2011,野良神,79000,第23
2018,齐木楠雄的灾难,79000,第23
2018,我家大师兄脑子有坑,79000,第23
2015年,工作细胞,80000,第22
2011,野良神,80000,第22
2018,齐木楠雄的灾难,80000,第22
2018,我家大师兄脑子有坑,80000,第22
2014年,碧蓝之海,80000,第22
2011,野良神,81000,第21
2018,齐木楠雄的灾难,81000,第21
2018,我家大师兄脑子有坑,81000,第21
2014年,碧蓝之海,81000,第21
2017年,我们无法一起学习,81000,第21
2018,齐木楠雄的灾难,82000,第20
2018,我家大师兄脑子有坑,82000,第20
2014年,碧蓝之海,82000,第20
2017年,我们无法一起学习,82000,第20
2013年,干物妹！小埋,82000,第20
2018,我家大师兄脑子有坑,83000,第19
2014年,碧蓝之海,83000,第19
2017年,我们无法一起学习,83000,第19
2013年,干物妹！小埋,83000,第19
1991年,铳梦,83000,第19
2014年,碧蓝之海,84000,第18
2017年,我们无法一起学习,84000,第18
2013年,干物妹！小埋,84000,第18
1991年,铳梦,84000,第18
2016,鬼灭之刃,84000,第18
2017年,我们无法一起学习,85000,第17
2013年,干物妹！小埋,85000,第17
1991年,铳梦,85000,第17
2016,鬼灭之刃,85000,第17
2012,食戟之灵,85000,第17
2013年,干物妹！小埋,86000,第16
1991年,铳梦,86000,第16
2016,鬼灭之刃,86000,第16
2012,食戟之灵,86000,第16
2013-05-25,小林家的龙女仆,86000,第16
1991年,铳梦,87000,第15
2016,鬼灭之刃,87000,第15
2012,食戟之灵,87000,第15
2013-05-25,小林家的龙女仆,87000,第15
2018/11/15,步天歌,87000,第15
2016,鬼灭之刃,88000,第14
2012,食戟之灵,88000,第14
2013-05-25,小林家的龙女仆,88000,第14
2018/11/15,步天歌,88000,第14
2016-08-21,非人哉,88000,第14
2012,食戟之灵,89000,第13
2013-05-25,小林家的龙女仆,89000,第13
2018/11/15,步天歌,89000,第13
2016-08-21,非人哉,89000,第13
2018,灵能百分百,89000,第13
2013-05-25,小林家的龙女仆,90000,第12
2018/11/15,步天歌,90000,第12
2016-08-21,非人哉,90000,第12
2018,灵能百分百,90000,第12
1987,乔乔的奇妙冒险（1-5部),90000,第12
2018/11/15,步天歌,91000,第11
2016-08-21,非人哉,91000,第11
2018,灵能百分百,91000,第11
1987,乔乔的奇妙冒险（1-5部),91000,第11
2019年,一拳超人,91000,第11
2016-08-21,非人哉,92000,第10
2018,灵能百分百,92000,第10
1987,乔乔的奇妙冒险（1-5部),92000,第10
2019年,一拳超人,92000,第10
1997-07-01,航海王,92000,第10
2018,灵能百分百,93000,第9
1987,乔乔的奇妙冒险（1-5部),93000,第9
2019年,一拳超人,93000,第9
1997-07-01,航海王,93000,第9
2014,我的英雄学园,93000,第9
1987,乔乔的奇妙冒险（1-5部),94000,第8
2019年,一拳超人,94000,第8
1997-07-01,航海王,94000,第8
2014,我的英雄学园,94000,第8
2015年,关于我转生变成史莱姆这档事,94000,第8
2019年,一拳超人,95000,第7
1997-07-01,航海王,95000,第7
2014,我的英雄学园,95000,第7
2015年,关于我转生变成史莱姆这档事,95000,第7
2016,约定的梦幻岛,95000,第7
1997-07-01,航海王,96000,第6
2014,我的英雄学园,96000,第6
2015年,关于我转生变成史莱姆这档事,96000,第6
2016,约定的梦幻岛,96000,第6
2015,辉夜大小姐想让我告白 ~天才们的恋爱头脑战~,96000,第6
2014,我的英雄学园,97000,第5
2015年,关于我转生变成史莱姆这档事,97000,第5
2016,约定的梦幻岛,97000,第5
2015,辉夜大小姐想让我告白 ~天才们的恋爱头脑战~,97000,第5
2017年,五等分的新娘,97000,第5
2015年,关于我转生变成史莱姆这档事,98000,第4
2016,约定的梦幻岛,98000,第4
2015,辉夜大小姐想让我告白 ~天才们的恋爱头脑战~,98000,第4
2017年,五等分的新娘,98000,第4
2019年1月23日,我在皇宫当巨巨,98000,第4
2016,约定的梦幻岛,99000,第3
2015,辉夜大小姐想让我告白 ~天才们的恋爱头脑战~,99000,第3
2017年,五等分的新娘,99000,第3
2019年1月23日,我在皇宫当巨巨,99000,第3
2009,青之驱魔师,99000,第3
2015,辉夜大小姐想让我告白 ~天才们的恋爱头脑战~,100000,第2
2017年,五等分的新娘,100000,第2
2019年1月23日,我在皇宫当巨巨,100000,第2
2009,青之驱魔师,100000,第2
1996/7/1,游戏王,100000,第2
2017年,五等分的新娘,101000,第1
2019年1月23日,我在皇宫当巨巨,101000,第1
2009,青之驱魔师,101000,第1
1996/7/1,游戏王,101000,第1
2018,全职法师,101000,第1
