[1557369984, 1557369575, 1557369571, 1557366708, 1557365896, 1557364537, 1557364162, 1557363585, 1557363527, 1557363089, 1557362226, 1557361154, 1557360706, 1557359758, 1557357353, 1557346097, 1557343737, 1557341780, 1557340566, 1557337510, 1556264072]
[1557335999, 1557335697, 1557335682, 1557335283, 1557335194, 1557335088, 1557333686, 1557333533, 1557332977, 1557331732, 1557331432, 1557330595, 1557330201, 1557329146, 1557327693, 1557327367, 1557327165, 1557326155, 1557321665, 1557321151, 1556264072]
[1557320892, 1557320314, 1557316429, 1557313635, 1557313050, 1557312779, 1557310914, 1557309174, 1557305882, 1557304711, 1557304031, 1557303438, 1557301102, 1557299703, 1557297534, 1557296972, 1557296969, 1557294915, 1557294484, 1557294404, 1556264072]
[1557292248, 1557291776, 1557291491, 1557290882, 1557290815, 1557290316, 1557289930, 1557289665, 1557289504, 1557288528, 1557288226, 1557287378, 1557287246, 1557285110, 1557284912, 1557282720, 1557279566, 1557277227, 1557275705, 1557274262, 1556264072]
[1557272266, 1557266217, 1557254557, 1557250836, 1557249858, 1557249125, 1557248709, 1557246512, 1557246375, 1557246354, 1557245759, 1557245606, 1557245212, 1557244616, 1557244396, 1557241400, 1557236954, 1557236817, 1557236130, 1557235598, 1556264072]
[1557233690, 1557232800, 1557231915, 1557231403, 1557231316, 1557229484, 1557228921, 1557228632, 1557226785, 1557224588, 1557224143, 1557223028, 1557222991, 1557222206, 1557221840, 1557221154, 1557220016, 1557219758, 1557218804, 1557218316, 1556264072]
[1557218139, 1557216360, 1557215893, 1557212910, 1557212790, 1557212561, 1557210284, 1557209425, 1557206564, 1557204172, 1557202073, 1557201297, 1557201063, 1557200962, 1557199772, 1557198450, 1557197471, 1557196313, 1557194422, 1557194409, 1556264072]
[1557192781, 1557190634, 1557189795, 1557187718, 1557187070, 1557185834, 1557177730, 1557170434, 1557169932, 1557168472, 1557166089, 1557164043, 1557163582, 1557163460, 1557163226, 1557161115, 1557160990, 1557160844, 1557160799, 1557160401, 1556264072]
[1557160232, 1557160188, 1557159682, 1557159046, 1557158993, 1557158877, 1557158628, 1557157294, 1557157190, 1557154322, 1557153832, 1557153599, 1557153348, 1557151421, 1557151196, 1557150294, 1557150012, 1557147597, 1557147123, 1557146214, 1556264072]
[1557145235, 1557144744, 1557144367, 1557144163, 1557142774, 1557142461, 1557141947, 1557141831, 1557140874, 1557140354, 1557136055, 1557131681, 1557130787, 1557130588, 1557130364, 1557128620, 1557128340, 1557127317, 1557124120, 1557123673, 1556264072]
[1557122646, 1557122420, 1557121942, 1557121912, 1557119853, 1557119791, 1557119352, 1557119029, 1557115458, 1557114644, 1557113502, 1557113268, 1557112929, 1557112793, 1557112695, 1557112208, 1557111606, 1557110566, 1557109097, 1557108767, 1556264072]
[1557108651, 1557107053, 1557106269, 1557105424, 1557105422, 1557105245, 1557103327, 1557103192, 1557103030, 1557101370, 1557101316, 1557101284, 1557101080, 1557099202, 1557098282, 1557095049, 1557088300, 1557086133, 1557084612, 1557080145, 1556264072]
[1557079107, 1557078955, 1557078526, 1557078030, 1557077084, 1557076126, 1557076023, 1557075383, 1557073521, 1557073428, 1557073079, 1557072851, 1557072775, 1557072040, 1557071924, 1557071583, 1557070599, 1557070179, 1557069291, 1557069092, 1556264072]
[1557068970, 1557068324, 1557068067, 1557067225, 1557066884, 1557066640, 1557066356, 1557066294, 1557066219, 1557066101, 1557065997, 1557065521, 1557065081, 1557063020, 1557062082, 1557062044, 1557061846, 1557060122, 1557060069, 1557059204, 1556264072]
[1557057960, 1557054774, 1557054531, 1557054047, 1557052179, 1557049713, 1557046771, 1557044088, 1557043515, 1557042934, 1557042273, 1557040355, 1557039100, 1557039005, 1557038789, 1557038054, 1557038037, 1557037749, 1557037515, 1557037462, 1556264072]
[1557037339, 1557037097, 1557033530, 1557032696, 1557032674, 1557031939, 1557031120, 1557029865, 1557027707, 1557027675, 1557027438, 1557027224, 1557026986, 1557026895, 1557026887, 1557025687, 1557025470, 1557023493, 1557023240, 1557022573, 1556264072]
